,name,lat,lon,population,country
2588,Topeka,39.0346,-95.6955,148.96,United States
2589,Beaumont,30.085,-94.1451,148.954,United States
2590,Paterson,40.9147,-74.1624,148.678,United States
2591,Joliet,41.5189,-88.1499,148.462,United States
2592,Gyumri,40.7894,43.8475,148.381,Armenia
2593,Palangkaraya,-2.2096,113.91,148.289,Indonesia
2594,Jiayuguan,39.82,98.3,148.279,China
2595,Hamilton,-37.7783,175.2896,148.2,New Zealand
2596,Leesburg,28.7658,-81.8995,148.161,United States
2597,Yala,6.5505,101.2851,148.14,Thailand
2598,Elkhart,41.6912,-85.962,148.131,United States
2599,Diourbel,14.6604,-16.24,148.024,Senegal
2600,Jijel,36.822,5.766,148.0,Algeria
2601,Lang Son,21.846,106.757,148.0,Vietnam
2602,Trang,7.5634,99.608,147.82,Thailand
2603,Odessa,31.8831,-102.3406,147.81,United States
2604,Turbat,25.9918,63.0718,147.791,Pakistan
2605,Medea,36.2704,2.77,147.707,Algeria
2606,Kolomna,55.08,38.785,147.69,Russia
2607,Naperville,41.7483,-88.1657,147.682,United States
2608,Fairfield,38.2594,-122.0319,147.582,United States
2609,San Juan del Rio,20.38,-100.0,147.559,Mexico
2610,Manghyshlaq,43.6905,51.1417,147.443,Kazakhstan
2611,Guastatoya,14.85,-90.0167,147.197,Guatemala
2612,Trondheim,63.4167,10.4167,147.139,Norway
2613,Man,7.4004,-7.55,146.974,Côte D’Ivoire
2614,Wamba,2.1404,27.99,146.871,Congo (Kinshasa)
2615,Gulu,2.78,32.28,146.858,Uganda
2616,Aix-en-Provence,43.52,5.45,146.821,France
2617,Gharyan,32.1704,13.02,146.81,Libya
2618,Ambala,30.32,76.82,146.787,India
2619,Cam Ranh,11.902,109.2207,146.771,Vietnam
2620,Torrance,33.8346,-118.3417,146.758,United States
2621,Ibarra,0.3604,-78.13,146.741,Ecuador
2622,Matanzas,23.0415,-81.5775,146.733,Cuba
2623,Perpignan,42.7,2.9,146.62,France
2624,Pocos de Caldas,-21.78,-46.57,146.588,Brazil
2625,Tabora,-5.02,32.8,146.495,Tanzania
2626,Dar`a,32.625,36.105,146.481,Syria
2627,Bruges,51.2204,3.23,146.469,Belgium
2628,Santo Agostinho,-8.29,-35.03,146.219,Brazil
2629,Dawei,14.098,98.195,146.212,Burma
2630,Hanzhong,33.13,107.03,145.986,China
2631,La Ceiba,15.7631,-86.797,145.926,Honduras
2632,Krishnanagar,23.3803,88.53,145.926,India
2633,Phra Nakhon Si Ayutthaya,14.3588,100.5684,145.615,Thailand
2634,Quchan,37.1118,58.5015,145.531,Iran
2635,Pointe-a-Pitre,16.2415,-61.533,145.511,Guadeloupe
2636,Biarritz,43.4733,-1.5616,145.348,France
2637,Panama City,30.1995,-85.6003,145.239,United States
2638,Los Angeles,-37.46,-72.36,145.239,Chile
2639,Concordia,-31.3896,-58.03,145.21,Argentina
2640,Machakos,-1.5095,37.26,144.925,Kenya
2641,Brest,48.3904,-4.495,144.899,France
2642,Metairie,29.9976,-90.1781,144.822,United States
2643,Kolar,13.1337,78.1334,144.625,India
2644,Kairouan,35.6804,10.1,144.522,Tunisia
2645,Le Mans,48.0004,0.1,144.515,France
2646,Tall `Afar,36.376,42.4497,144.465,Iraq
2647,Bellevue,47.5953,-122.155,144.444,United States
2648,Kumba,4.6404,9.44,144.413,Cameroon
2649,Jinchang,38.4957,102.1739,144.363,China
2650,Tuzla,44.5505,18.68,144.334,Bosnia And Herzegovina
2651,Szekesfehervar,47.1947,18.4081,144.319,Hungary
2652,Midland,32.0249,-102.1137,144.247,United States
2653,Carolina,18.4054,-65.9792,144.192,Puerto Rico
2654,Huelva,37.2504,-6.9299,144.174,Spain
2655,Sarnia,42.9666,-82.4,144.172,Canada
2656,Goma,-1.6788,29.2218,144.124,Congo (Kinshasa)
2657,Merced,37.3057,-120.4779,144.117,United States
2658,Tizi Ouzou,36.8,4.0333,144.0,Algeria
2659,Kafr ash Shaykh,31.109,30.936,143.97,Egypt
2660,Mesquite,32.7623,-96.5889,143.949,United States
2661,Ajdabiya,30.77,20.22,143.833,Libya
2662,Otaru,43.1887,140.9783,143.792,Japan
2663,Ipswich,52.0703,1.17,143.767,United Kingdom
2664,Logrono,42.4704,-2.43,143.698,Spain
2665,Stara Zagora,42.4231,25.6227,143.431,Bulgaria
2666,Bechar,31.6111,-2.23,143.382,Algeria
2667,Kenema,7.8804,-11.19,143.137,Sierra Leone
2668,Amiens,49.9004,2.3,143.086,France
2669,Calama,-22.45,-68.92,143.084,Chile
2670,Macae,-22.38,-41.79,143.029,Brazil
2671,Cape Coast,5.1104,-1.25,143.015,Ghana
2672,Houma,29.5799,-90.7058,142.969,United States
2673,Pleiku,13.9833,108.0,142.9,Vietnam
2674,Pyatigorsk,44.08,43.09,142.865,Russia
2675,Charleston,38.3484,-81.6323,142.858,United States
2676,Cajamarca,-7.15,-78.53,142.665,Peru
2677,Pasadena,34.1597,-118.139,142.647,United States
2678,Arzamas,55.4,43.8,142.597,Russia
2679,Massawa,15.6101,39.45,142.564,Eritrea
2680,Durres,41.3178,19.4482,142.432,Albania
2681,Nawabganj,24.5804,88.35,142.361,Bangladesh
2682,Pueblo,38.2713,-104.6105,142.351,United States
2683,Saida,34.8404,0.14,142.213,Algeria
2684,Ciego de Avila,21.84,-78.7619,142.027,Cuba
2685,Altay,47.8666,88.1166,142.0,China
2686,Jieshou,33.2504,115.35,141.993,China
2687,Chongju,39.6813,125.2163,141.769,"Korea, North"
2688,Arnhem,51.988,5.923,141.674,Netherlands
2689,Phuket,7.8765,98.3815,141.618,Thailand
2690,Nong'an,44.4304,125.1701,141.482,China
2691,Ciudad de Melilla,35.3,-2.95,141.308,Spain
2692,Tyler,32.3184,-95.3065,141.116,United States
2693,Paranagua,-25.5279,-48.5345,141.013,Brazil
2694,Ghazni,33.5633,68.4178,141.0,Afghanistan
2695,Comodoro Rivadavia,-45.87,-67.5,140.85,Argentina
2696,As Salt,32.0392,35.7272,140.689,Jordan
2697,Labe,11.32,-12.3,140.575,Guinea
2698,Orange,33.8038,-117.8218,140.56,United States
2699,Al'met'yevsk,54.9004,52.3199,140.437,Russia
2700,Fullerton,33.8841,-117.9279,140.392,United States
2701,Miramar,25.9773,-80.3351,140.328,United States
2702,Lhokseumawe,5.1914,97.1415,140.322,Indonesia
2703,Orekhovo-Zuyevo,55.82,38.98,140.247,Russia
2704,Santa Maria,34.9333,-120.4432,140.219,United States
2705,Athens,33.9508,-83.3689,140.169,United States
2706,Peterborough,52.5804,-0.25,140.141,United Kingdom
2707,Badajoz,38.8804,-6.97,140.133,Spain
2708,Dunhuang,40.1427,94.662,140.094,China
2709,Bordj Bou Arreridj,36.059,4.63,140.0,Algeria
2710,Columbia,38.9477,-92.3255,139.945,United States
2711,Bizerte,37.2904,9.855,139.843,Tunisia
2712,Sherbrooke,45.4,-71.9,139.652,Canada
2713,Piedras Negras,28.7076,-100.5317,139.619,Mexico
2714,Gottingen,51.5204,9.92,139.419,Germany
2715,Kumbakonam,10.9805,79.4,139.264,India
2716,Myitkyina,25.3596,97.3928,139.1,Burma
2717,Chinandega,12.6304,-87.13,139.023,Nicaragua
2718,Townsville,-19.25,146.77,138.954,Australia
2719,Yuma,32.5991,-114.5488,138.802,United States
2720,Tiruvannamalai,12.2604,79.1,138.243,India
2721,Zalantun,48.0,122.72,138.032,China
2722,Parnaiba,-2.91,-41.77,138.008,Brazil
2723,Pabna,24.0004,89.25,137.888,Bangladesh
2724,Umtata,-31.58,28.79,137.772,South Africa
2725,Bremerhaven,53.5504,8.58,137.751,Germany
2726,Tan An,10.5337,106.4167,137.498,Vietnam
2727,Olathe,38.8832,-94.8198,137.472,United States
2728,Castanhal,-1.2896,-47.93,137.406,Brazil
2729,Cerro de Pasco,-10.69,-76.27,137.232,Peru
2730,Irakleio,35.325,25.1305,137.154,Greece
2731,Thornton,39.9205,-104.9443,136.978,United States
2732,Harlingen,26.1916,-97.6976,136.968,United States
2733,Oulu,65.0,25.47,136.752,Finland
2734,Grand Junction,39.0877,-108.5673,136.688,United States
2735,Shizuishan,39.2333,106.769,136.57,China
2736,Baia Mare,47.6595,23.5791,136.553,Romania
2737,Leon,42.58,-5.57,136.227,Spain
2738,West Valley City,40.6889,-112.0115,136.17,United States
2739,Gyor,47.7004,17.63,136.081,Hungary
2740,Carrollton,32.989,-96.8999,135.71,United States
2741,Serpukhov,54.9304,37.43,135.584,Russia
2742,Jequie,-13.85,-40.08,135.574,Brazil
2743,Cam Pha,21.0404,107.32,135.477,Vietnam
2744,Lira,2.2604,32.89,135.445,Uganda
2745,Roseville,38.7691,-121.3178,135.329,United States
2746,Pyay,18.8165,95.2114,135.308,Burma
2747,Orsha,54.5153,30.4215,135.206,Belarus
2748,May Pen,17.9666,-77.2333,135.142,Jamaica
2749,Warren,42.4934,-83.027,135.022,United States
2750,Souk Ahras,36.2904,7.95,134.947,Algeria
2751,Bloomington,40.4757,-88.9703,134.892,United States
2752,Zakhu,37.1445,42.6872,134.863,Iraq
2753,Cartago,4.75,-75.91,134.827,Colombia
2754,Hampton,37.0551,-76.3629,134.669,United States
2755,Caxias,-4.833,-43.35,134.64,Brazil
2756,Ravenna,44.4204,12.22,134.631,Italy
2757,'s-Hertogenbosch,51.6833,5.3167,134.52,Netherlands
2758,Ramapo,41.1404,-74.1072,134.44,United States
2759,Nevinnomyssk,44.6201,41.95,134.38,Russia
2760,Surprise,33.68,-112.4524,134.085,United States
2761,Las Cruces,32.3265,-106.7893,133.988,United States
2762,Touggourt,33.1,6.06,133.954,Algeria
2763,Greeley,40.4151,-104.7705,133.75,United States
2764,Pervoural'sk,56.91,59.955,133.6,Russia
2765,Yunxian Chengguanzhen,32.8082,110.8136,133.558,China
2766,Siauliai,55.9386,23.325,133.528,Lithuania
2767,Birganj,27.0004,84.8666,133.238,Nepal
2768,Yakima,46.5923,-120.5496,133.233,United States
2769,Riohacha,11.5403,-72.91,133.186,Colombia
2770,Musoma,-1.4896,33.8,133.156,Tanzania
2771,Uppsala,59.8601,17.64,133.117,Sweden
2772,Awasa,7.06,38.477,133.097,Ethiopia
2773,Coral Springs,26.2702,-80.2591,133.037,United States
2774,Namibe,-15.19,12.16,132.9,Angola
2775,Kislovodsk,43.91,42.72,132.771,Russia
2776,Sterling Heights,42.5809,-83.0305,132.631,United States
2777,San Luis,16.2,-89.44,132.47,Guatemala
2778,Blitar,-8.0696,112.15,132.416,Indonesia
2779,Mauldin,34.7866,-82.2997,132.402,United States
2780,Dimitrovgrad,54.2504,49.56,132.226,Russia
2781,Pindamonhangaba,-22.92,-45.47,132.218,Brazil
2782,Shahrud,36.4229,54.9629,131.889,Iran
2783,Papeete,-17.5334,-149.5667,131.695,French Polynesia
2784,Saint John's,47.585,-52.681,131.469,Canada
2785,Racine,42.7274,-87.8135,131.467,United States
2786,Opole,50.685,17.9313,131.412,Poland
2787,Tra Vinh,9.934,106.334,131.36,Vietnam
2788,Murom,55.5704,42.04,131.287,Russia
2789,Cienaga,11.0104,-74.25,131.171,Colombia
2790,Lae,-6.733,146.99,131.052,Papua New Guinea
2791,Pilibhit,28.64,79.81,131.008,India
2792,Ferrara,44.8504,11.6099,130.992,Italy
2793,Novomoskovsk,54.09,38.22,130.982,Russia
2794,Buzau,45.1565,26.8065,130.954,Romania
2795,Stamford,41.1035,-73.5583,130.824,United States
2796,Pinsk,52.1279,26.0941,130.777,Belarus
2797,Shuangcheng,45.3503,126.28,130.71,China
2798,Abohar,30.1204,74.29,130.603,India
2799,Ninh Binh,20.2543,105.975,130.517,Vietnam
2800,Nikopol',47.5666,34.4062,130.5,Ukraine
2801,Florencia,1.6104,-75.62,130.337,Colombia
2802,Girardot,4.31,-74.81,130.289,Colombia
2803,Elizabeth,40.6657,-74.1912,130.215,United States
2804,Jaragua do Sul,-26.48,-49.1,130.13,Brazil
2805,Sannar,13.55,33.6,130.122,Sudan
2806,Masaya,11.969,-86.095,130.113,Nicaragua
2807,Baidoa,3.12,43.65,129.839,Somalia
2808,Tokat,40.306,36.563,129.702,Turkey
2809,Erzincan,39.7526,39.4928,129.407,Turkey
2810,Andong,36.5659,128.725,129.319,"Korea, South"
2811,Tete,-16.17,33.58,129.316,Mozambique
2812,Copiapo,-27.36,-70.34,129.28,Chile
2813,Batticaloa,7.717,81.7,129.222,Sri Lanka
2814,Shahr-e Kord,32.321,50.854,129.153,Iran
2815,Kokshetau,53.3,69.42,128.873,Kazakhstan
2816,Idlib,35.9297,36.6317,128.84,Syria
2817,Xai-Xai,-25.04,33.64,128.805,Mozambique
2818,Kamina,-8.73,25.01,128.803,Congo (Kinshasa)
2819,Larisa,39.6304,22.42,128.758,Greece
2820,Kamyshin,50.0804,45.4,128.626,Russia
2821,Karabuk,41.2,32.6,128.564,Turkey
2822,Cambridge,52.2004,0.1166,128.488,United Kingdom
2823,Kent,47.3887,-122.2128,128.458,United States
2824,Besancon,47.23,6.03,128.426,France
2825,Greenville,35.5956,-77.3768,128.385,United States
2826,Sakaka,30.0,40.1333,128.332,Saudi Arabia
2827,Jima,7.68,36.83,128.306,Ethiopia
2828,Jirja,26.3304,31.88,128.25,Egypt
2829,Manzanillo,20.3438,-77.1166,128.188,Cuba
2830,Surt,31.21,16.59,128.123,Libya
2831,Al Hasakah,36.4833,40.75,128.1,Syria
2832,Darnah,32.7648,22.6391,127.974,Libya
2833,Ekibastuz,51.73,75.3199,127.868,Kazakhstan
2834,Divo,5.839,-5.36,127.867,Côte D’Ivoire
2835,Simi Valley,34.2663,-118.749,127.864,United States
2836,San Nicolas de los Arroyos,-33.33,-60.24,127.742,Argentina
2837,Braganca Paulista,-22.95,-46.55,127.676,Brazil
2838,Worcester,-33.64,19.4399,127.597,South Africa
2839,Tukuyu,-9.2496,33.64,127.57,Tanzania
2840,Port Blair,11.667,92.736,127.562,India
2841,Elblag,54.19,19.4027,127.558,Poland
2842,Panevezys,55.74,24.37,127.405,Lithuania
2843,Wau,7.7,27.99,127.384,South Sudan
2844,Burlington,36.0762,-79.4687,127.374,United States
2845,Alipur Duar,26.4837,89.5667,127.342,India
2846,Lafia,8.4904,8.52,127.236,Nigeria
2847,Santa Clara,37.3646,-121.968,127.134,United States
2848,Sancti Spiritus,21.9301,-79.4425,127.069,Cuba
2849,Pakokku,21.332,95.0866,126.938,Burma
2850,Hathras,27.6,78.05,126.882,India
2851,Neftekamsk,56.0835,54.2631,126.805,Russia
2852,Gafsa,34.4204,8.78,126.803,Tunisia
2853,Johnson City,36.3406,-82.3803,126.589,United States
2854,Sogamoso,5.72,-72.94,126.551,Colombia
2855,Edirne,41.6704,26.57,126.47,Turkey
2856,Songea,-10.68,35.65,126.449,Tanzania
2857,Tay Ninh,11.323,106.147,126.37,Vietnam
2858,Loja,-3.99,-79.21,126.368,Ecuador
2859,Macheng,31.18,115.03,126.366,China
2860,Carupano,10.67,-63.23,126.293,Venezuela
2861,Tarragona,41.1204,1.25,126.291,Spain
2862,Itapetininga,-23.59,-48.04,126.243,Brazil
2863,Tengyue,25.0333,98.4666,126.058,China
2864,Boulder,40.0249,-105.2523,126.054,United States
2865,Bellingham,48.7543,-122.4687,126.015,United States
2866,Montego Bay,18.4667,-77.9167,126.008,Jamaica
2867,Magway,20.1445,94.9196,125.973,Burma
2868,Pangkalpinang,-2.08,106.15,125.933,Indonesia
2869,Malanje,-9.54,16.34,125.856,Angola
2870,Gashua,12.8705,11.04,125.817,Nigeria
2871,Leeuwarden,53.2504,5.7834,125.778,Netherlands
2872,Lubango,-14.91,13.49,125.632,Angola
2873,Fort Smith,35.3493,-94.3695,125.562,United States
2874,Sorong,-0.8554,131.285,125.535,Indonesia
2875,Kumbo,6.2204,10.68,125.486,Cameroon
2876,Ghardaia,32.49,3.67,125.48,Algeria
2877,Kelowna,49.9,-119.4833,125.109,Canada
2878,Amherst,43.0117,-78.7569,125.024,United States
2879,Lynchburg,37.4003,-79.1909,125.004,United States
2880,Marvdasht,29.8014,52.8215,125.0,Iran
2881,Kenosha,42.5864,-87.8762,124.888,United States
2882,Semnan,35.5548,53.3743,124.826,Iran
2883,Santa Tecla,13.674,-89.29,124.694,El Salvador
2884,Zlin,49.2304,17.65,124.61,Czechia
2885,Fasa,28.9718,53.6715,124.458,Iran
2886,Lysychans'k,48.9204,38.4274,124.421,Ukraine
2887,Drohobych,49.3444,23.4994,124.269,Ukraine
2888,My Tho,10.3504,106.35,124.143,Vietnam
2889,Laiwu,36.2004,117.66,124.108,China
2890,Alagoinhas,-12.14,-38.43,124.07,Brazil
2891,Rudnyy,52.9527,63.13,124.0,Kazakhstan
2892,East Los Angeles,34.0326,-118.1691,123.905,United States
2893,South Lyon,42.4614,-83.6526,123.85,United States
2894,Higuey,18.616,-68.708,123.787,Dominican Republic
2895,Round Rock,30.5254,-97.6659,123.678,United States
2896,Potchefstroom,-26.6996,27.1,123.669,South Africa
2897,Siracusa,37.0704,15.29,123.657,Italy
2898,Guelma,36.466,7.428,123.59,Algeria
2899,Uruguaiana,-29.7696,-57.09,123.48,Brazil
2900,Indramayu,-6.3356,108.319,123.263,Indonesia
2901,Gagnoa,6.1504,-5.88,123.184,Côte D’Ivoire
2902,Porto Seguro,-16.4296,-39.08,123.173,Brazil
2903,Minzhu,43.7163,127.346,123.018,China
2904,Segou,13.44,-6.26,122.952,Mali
2905,Pati,-6.7415,111.0347,122.785,Indonesia
2906,San Fernando,7.9,-67.4699,122.701,Venezuela
2907,Brits,-25.6296,27.78,122.497,South Africa
2908,Maina,13.4692,144.7332,122.411,Guam
2909,Maastricht,50.853,5.677,122.378,Netherlands
2910,Berkeley,37.8723,-122.276,122.324,United States
2911,Tekirdag,40.9909,27.51,122.287,Turkey
2912,Aalborg,57.0337,9.9166,122.219,Denmark
2913,Barbacena,-21.22,-43.77,122.211,Brazil
2914,Tauranga,-37.6964,176.1536,121.5,New Zealand
2915,Lianhe,47.1364,129.2859,121.367,China
2916,Olmaliq,40.8504,69.595,121.207,Uzbekistan
2917,Billings,45.7889,-108.5509,120.8,United States
2918,Sassari,40.73,8.57,120.729,Italy
2919,Karaman,37.1815,33.215,120.399,Turkey
2920,Ponce,18.012,-66.6198,120.295,Puerto Rico
2921,Redding,40.5698,-122.365,120.27,United States
2922,Yuba City,39.1357,-121.6381,120.186,United States
2923,Manbij,36.5266,37.9563,120.169,Syria
2924,Duluth,46.7757,-92.1392,120.101,United States
2925,Larache,35.2004,-6.16,120.082,Morocco
2926,Huanghua,38.3704,117.33,120.0,China
2927,Pearland,29.5585,-95.3215,119.94,United States
2928,Puerto Plata,19.7902,-70.6902,119.897,Dominican Republic
2929,Maxixe,-23.866,35.3886,119.868,Mozambique
2930,Trois-Rivieres,46.35,-72.5499,119.693,Canada
2931,Leominster,42.5209,-71.7717,119.4,United States
2932,Saginaw,43.4199,-83.9501,119.336,United States
2933,Jau,-22.2896,-48.57,119.206,Brazil
2934,Tetovo,42.0092,20.9701,119.132,Macedonia
2935,Iowa City,41.6559,-91.5304,119.091,United States
2936,Udine,46.07,13.24,119.009,Italy
2937,Arvada,39.8321,-105.1511,118.807,United States
2938,Pleven,43.4238,24.6134,118.675,Bulgaria
2939,Zielona Gora,51.9504,15.5,118.433,Poland
2940,Anuradhapura,8.35,80.3833,118.302,Sri Lanka
2941,Shahreza,32.0115,51.8597,118.301,Iran
2942,Tongren,27.6804,109.13,118.29,China
2943,Berdyans'k,46.7568,36.7868,118.284,Ukraine
2944,Bandundu,-3.31,17.38,118.211,Congo (Kinshasa)
2945,Bama,11.5204,13.69,118.121,Nigeria
2946,Seaside,36.6224,-121.8191,118.11,United States
2947,Ourense,42.33,-7.87,118.107,Spain
2948,Kingsport,36.5224,-82.5452,118.001,United States
2949,Setubal,38.53,-8.9,117.974,Portugal
2950,Nakhon Pathom,13.818,100.064,117.927,Thailand
2951,Smithtown,40.8662,-73.2164,117.863,United States
2952,Sokode,8.9905,1.15,117.811,Togo
2953,Agadez,16.9959,7.9828,117.77,Niger
2954,Jalingo,8.9004,11.36,117.757,Nigeria
2955,Dunedin,-45.8854,170.491,117.7,New Zealand
2956,Achinsk,56.27,90.5,117.634,Russia
2957,Anaco,9.44,-64.46,117.596,Venezuela
2958,Punta Arenas,-53.165,-70.94,117.43,Chile
2959,San Martin,-33.07,-68.49,117.399,Argentina
2960,Independence,39.0871,-94.3503,117.306,United States
2961,Langsa,4.6736,97.9664,117.256,Indonesia
2962,Vyborg,60.7039,28.7549,117.201,Russia
2963,Calabozo,8.9304,-67.44,117.132,Venezuela
2964,Chiang Rai,19.9119,99.8265,117.127,Thailand
2965,Nkongsamba,4.9604,9.94,117.063,Cameroon
2966,Kindia,10.06,-12.87,117.062,Guinea
2967,Gao,16.2666,-0.05,116.967,Mali
2968,Lehigh Acres,26.612,-81.6388,116.849,United States
2969,Port-Gentil,-0.72,8.78,116.836,Gabon
2970,Richardson,32.9717,-96.7092,116.783,United States
2971,Rochester,44.0151,-92.4778,116.713,United States
2972,Huanren,41.2563,125.346,116.621,China
2973,Guangming,45.3304,122.78,116.611,China
2974,Puno,-15.8329,-70.0333,116.552,Peru
2975,Jaen,37.7704,-3.8,116.4,Spain
2976,Nizhyn,51.0541,31.8903,116.288,Ukraine
2977,Yakeshi,49.2804,120.73,116.284,China
2978,Boke,10.94,-14.3,116.27,Guinea
2979,Gilroy,37.0047,-121.5856,116.235,United States
2980,Cherkessk,44.2904,42.06,116.224,Russia
2981,El Monte,34.0739,-118.0291,116.109,United States
2982,Navojoa,27.0819,-109.4546,116.093,Mexico
2983,Rock Hill,34.9413,-81.025,115.963,United States
2984,Tahoua,14.9,5.2599,115.956,Niger
2985,Yelets,52.58,38.5,115.919,Russia
2986,Binzhou,37.3704,118.02,115.893,China
2987,Inhambane,-23.858,35.3398,115.776,Mozambique
2988,Clearwater,27.9788,-82.7624,115.513,United States
2989,Monroe,32.5183,-92.0775,115.462,United States
2990,Dover,39.161,-75.5203,115.352,United States
2991,Carlsbad,33.1247,-117.2837,115.33,United States
2992,Toliara,-23.3568,43.69,115.319,Madagascar
2993,Guelmim,28.98,-10.07,115.267,Morocco
2994,Pouso Alegre,-22.22,-45.94,115.201,Brazil
2995,Kulob,37.9212,69.7757,115.164,Tajikistan
2996,Nabeul,36.4603,10.73,115.149,Tunisia
2997,Tuguegarao,17.6131,121.7269,115.105,Philippines
2998,Norman,35.2335,-97.3471,115.065,United States
2999,Ciudad Valles,21.98,-99.02,114.964,Mexico
3000,Abilene,32.4543,-99.7384,114.964,United States
3001,Bloomington,39.1637,-86.5257,114.959,United States
3002,Botosani,47.7484,26.6597,114.783,Romania
3003,Las Delicias,28.2,-105.5,114.783,Mexico
3004,Kam'yanets'-Podil's'kyy,48.6843,26.5809,114.658,Ukraine
3005,Texas City,29.4128,-94.9658,114.546,United States
3006,Giyon,8.5304,37.97,114.534,Ethiopia
3007,Shashemene,7.2004,38.59,114.35,Ethiopia
3008,Temecula,33.4928,-117.1315,114.327,United States
3009,Utica,43.0961,-75.226,114.318,United States
3010,Valparai,10.3204,76.97,114.308,India
3011,Cuito,-12.38,16.94,114.286,Angola
3012,Maribor,46.5405,15.65,114.228,Slovenia
3013,St. Cloud,45.5339,-94.1718,114.225,United States
3014,Kingston,44.2337,-76.4833,114.195,Canada
3015,Siirt,37.944,41.933,114.034,Turkey
3016,Kankan,10.39,-9.31,114.009,Guinea
3017,Zhijiang,27.4409,109.678,113.907,China
3018,St. George,37.077,-113.577,113.906,United States
3019,West Jordan,40.6024,-112.0008,113.905,United States
3020,Kecskemet,46.9,19.7,113.895,Hungary
3021,Laghouat,33.81,2.88,113.872,Algeria
3022,Botucatu,-22.8796,-48.45,113.862,Brazil
3023,Costa Mesa,33.6667,-117.9135,113.825,United States
3024,Tobol'sk,58.1998,68.2648,113.8,Russia
3025,Miami Gardens,25.9433,-80.2426,113.75,United States
3026,Curico,-34.98,-71.24,113.711,Chile
3027,Sorum,59.9135,11.3472,113.659,Norway
3028,Cambridge,42.3759,-71.1185,113.63,United States
3029,Santa Cruz do Sul,-29.71,-52.44,113.625,Brazil
3030,Kipushi,-11.7596,27.25,113.347,Congo (Kinshasa)
3031,Koencho,43.8504,143.9,113.137,Japan
3032,Brandon,27.9367,-82.3,113.124,United States
3033,Exeter,50.7004,-3.53,113.118,United Kingdom
3034,Downey,33.9379,-118.1312,113.092,United States
3035,Coeur d'Alene,47.704,-116.7933,112.935,United States
3036,Tokmok,42.8299,75.2846,112.86,Kyrgyzstan
3037,Westminster,39.8837,-105.0624,112.812,United States
3038,Nefteyugansk,61.0777,72.7027,112.632,Russia
3039,Shaowu,27.3004,117.5,112.585,China
3040,Mojokerto,-7.4696,112.43,112.557,Indonesia
3041,Satu Mare,47.792,22.885,112.49,Romania
3042,Elgin,42.0385,-88.3229,112.456,United States
3043,Guanajuato,21.0204,-101.28,112.2,Mexico
3044,El Centro,32.7867,-115.5586,112.145,United States
3045,Mazyr,52.046,29.2722,112.137,Belarus
3046,Iguala de la Independencia,18.37,-99.54,112.106,Mexico
3047,Waterloo,42.492,-92.3522,112.06,United States
3048,Nakhon Sawan,15.7,100.07,111.915,Thailand
3049,Iringa,-7.7696,35.69,111.82,Tanzania
3050,Zwolle,52.524,6.097,111.805,Netherlands
3051,Kandy,7.28,80.67,111.701,Sri Lanka
3052,Conselheiro Lafaiete,-20.67,-43.79,111.596,Brazil
3053,Daugavpils,55.88,26.51,111.564,Latvia
3054,Kuqa,41.7277,82.9364,111.499,China
3055,Magelang,-7.4696,110.18,111.461,Indonesia
3056,Santa Rosa,-36.62,-64.3,111.424,Argentina
3057,Lowell,42.6389,-71.3217,111.346,United States
3058,Jawhar,2.767,45.5166,111.308,Somalia
3059,Gresham,45.5023,-122.4413,111.053,United States
3060,Algeciras,36.1267,-5.4665,111.027,Spain
3061,Nsukka,6.867,7.3834,111.017,Nigeria
3062,Nguru,12.8804,10.45,111.014,Nigeria
3063,North Charleston,32.9067,-80.0722,110.861,United States
3064,Balkanabat,39.5124,54.3649,110.827,Turkmenistan
3065,San Buenaventura,34.2741,-119.2314,110.79,United States
3066,Manzanillo,19.0496,-104.3231,110.735,Mexico
3067,Pemba,-12.983,40.5323,110.643,Mozambique
3068,Volos,39.37,22.95,110.632,Greece
3069,Inglewood,33.9566,-118.3444,110.598,United States
3070,Noyabr'sk,63.1665,75.6165,110.572,Russia
3071,Yenangyaung,20.4615,94.881,110.553,Burma
3072,Manzini,-26.495,31.388,110.537,Swaziland
3073,Pompano Beach,26.2428,-80.1312,110.473,United States
3074,Centennial,39.5926,-104.8674,110.25,United States
3075,West Palm Beach,26.7469,-80.1316,110.222,United States
3076,Mzuzu,-11.46,34.02,110.201,Malawi
3077,Bouira,36.3805,3.9,110.144,Algeria
3078,Garanhuns,-8.89,-36.5,110.085,Brazil
3079,Everett,47.9524,-122.167,110.079,United States
3080,Santa Fe,35.6619,-105.9819,110.078,United States
3081,Qingnian,36.8504,115.68,110.046,China
3082,Richmond,37.9477,-122.339,110.04,United States
3083,David,8.4333,-82.4333,110.037,Panama
3084,Milagro,-2.1796,-79.6,109.97,Ecuador
3085,Bataysk,47.1368,39.7449,109.962,Russia
3086,Hailun,47.4504,126.93,109.881,China
3087,Lichinga,-13.3,35.24,109.839,Mozambique
3088,Kandi,11.1304,2.94,109.701,Benin
3089,Dali,34.7953,109.9378,109.696,China
3090,Clovis,36.8277,-119.6838,109.691,United States
3091,Tieli,46.9504,128.05,109.636,China
3092,Ipiales,0.8304,-77.65,109.618,Colombia
3093,Catanduva,-21.14,-48.98,109.612,Brazil
3094,The Woodlands,30.1738,-95.5134,109.608,United States
3095,Szombathely,47.2253,16.6287,109.518,Hungary
3096,Pottstown,40.2507,-75.6444,109.437,United States
3097,Heihe,50.25,127.446,109.427,China
